# Reordered matrix from Mizuguchi.dat.old
#
# Mizuguchi data
# G0 = G Helix               = G
# H1 = helix short exposed   = F
# H2 = helix short buried    = A
# H3 = helix long exposed    = I
# H4 = helix long buried     = H
# E1 = strand short  buried  = D
# E2 = strand short exposed  = S
# E3 = strand medium buried  = B
# E4 = strand medium exposed = E
# E5 = strand long buried    = M
# E6 = strand long exposed   = N
#
#
     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00     50.00
     50.00     50.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00      2.00
     50.00      2.00     10.00    -18.00      0.00    -15.00    -17.00      4.00      5.00      2.00     -2.00      0.00      0.00    -15.00    -16.00      0.00      0.00      0.00    -16.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00    -18.00      4.00      0.00      2.00     -2.00    -13.00    -17.00    -24.00    -20.00      0.00      0.00      2.00     -2.00      0.00      0.00      0.00     -3.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00    -15.00      2.00      0.00      9.00      0.00    -14.00    -15.00    -14.00     -8.00      0.00      0.00     -1.00     -1.00      0.00      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00    -17.00     -2.00      0.00      0.00      6.00    -13.00    -14.00    -19.00    -16.00      0.00      0.00      0.00      3.00      0.00      0.00      0.00      5.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      4.00    -13.00      0.00    -14.00    -13.00      9.00      6.00      1.00      5.00      0.00      0.00     -8.00    -15.00      0.00      0.00      0.00    -15.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      5.00    -17.00      0.00    -15.00    -14.00      6.00      8.00      2.00      3.00      0.00      0.00     -7.00    -16.00      0.00      0.00      0.00    -15.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      2.00    -24.00      0.00    -14.00    -19.00      1.00      2.00      5.00      2.00      0.00      0.00    -15.00    -20.00      0.00      0.00      0.00    -15.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00     -2.00    -20.00      0.00     -8.00    -16.00      5.00      3.00      2.00      8.00      0.00      0.00    -16.00    -18.00      0.00      0.00      0.00     -9.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00    -15.00      2.00      0.00     -1.00      0.00     -8.00     -7.00    -15.00    -16.00      0.00      0.00      8.00      5.00      0.00      0.00      0.00     -3.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00    -16.00     -2.00      0.00     -1.00      3.00    -15.00    -16.00    -20.00    -18.00      0.00      0.00      5.00      7.00      0.00      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00    -16.00     -3.00      0.00      2.00      5.00    -15.00    -15.00    -15.00     -9.00      0.00      0.00     -3.00      2.00      0.00      0.00      0.00      8.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
     50.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
